Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 4_level_0_MP
Ryan Gareis,us USA,"MF,DF",26-302,15.0,11,926.0,10.3,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.6,1.8,19.0,21.0,66.0,0.0,0.29,0.29,0.0,0.29,0.02,0.16,0.18,0.02,0.18,Matches,Houston Dash,
Bárbara Olivieri,ve VEN,"FW,MF",23-199,13.0,10,890.0,9.9,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,1.6,3.9,13.0,41.0,40.0,0.2,0.2,0.4,0.2,0.4,0.24,0.16,0.4,0.24,0.4,Matches,Houston Dash,
Messiah Bright,us USA,FW,25-242,19.0,9,882.0,9.8,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.9,3.4,15.0,10.0,51.0,0.2,0.1,0.31,0.2,0.31,0.26,0.09,0.35,0.26,0.35,Matches,Houston Dash,
Kiki Van Zanten,jm JAM,"FW,MF",24-017,11.0,7,621.0,6.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,1.0,1.7,12.0,15.0,34.0,0.29,0.14,0.43,0.29,0.43,0.11,0.14,0.25,0.11,0.25,Matches,Houston Dash,
Christen Westphal,us USA,DF,32-009,8.0,7,529.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,6.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Houston Dash,
Allysha Chapman,ca CAN,DF,36-229,6.0,6,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Houston Dash,
Abby Smith,us USA,GK,31-342,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Houston Dash,
Evelina Duljan,se SWE,"FW,MF",22-122,12.0,5,418.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,14.0,13.0,32.0,0.22,0.0,0.22,0.22,0.22,0.07,0.13,0.2,0.07,0.2,Matches,Houston Dash,
Sophie Schmidt,ca CAN,MF,37-075,10.0,3,218.0,2.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.6,1.6,0.4,2.0,1.0,7.0,4.0,0.83,0.0,0.83,0.83,0.83,0.66,0.17,0.83,0.66,0.83,Matches,Houston Dash,
Michelle Alozie,ng NGA,"DF,MF",28-136,13.0,1,344.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,10.0,11.0,28.0,0.26,0.0,0.26,0.26,0.26,0.06,0.06,0.12,0.06,0.12,Matches,Houston Dash,
Sarah Puntigam,at AUT,MF,32-333,11.0,1,213.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.2,0.4,1.0,12.0,9.0,0.0,0.42,0.42,0.0,0.42,0.06,0.1,0.16,0.06,0.16,Matches,Houston Dash,
Clarissa Larisey,ca CAN,"FW,MF",26-071,3.0,1,92.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.2,1.0,0.0,4.0,0.98,0.98,1.96,0.98,1.96,0.63,0.53,1.16,0.63,1.16,Matches,Houston Dash,
Diana Ordoñez,mx MEX,FW,23-350,3.0,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61,Matches,Houston Dash,
Ramona Bachmann,ch SUI,MF,34-260,2.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Houston Dash,
Liz Beardsley,us USA,GK,22-141,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Houston Dash,
Isabella Briede,us USA,MF,26-343,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Houston Dash,
Zoe Matthews,us USA,MF,18-109,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Houston Dash,
Rebeca,br BRA,MF,20-010,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Houston Dash,
Squad Total,,,28.1,19.0,209,1710.0,19.0,22.0,17.0,39.0,22.0,0.0,0.0,22.0,1.0,20.6,20.6,16.1,36.8,258.0,566.0,552.0,1.16,0.89,2.05,1.16,2.05,1.09,0.85,1.94,1.09,1.94,,Houston Dash,
Opponent Total,,,27.1,19.0,209,1710.0,19.0,28.0,19.0,47.0,25.0,3.0,3.0,27.0,0.0,28.3,26.1,20.9,47.0,291.0,673.0,668.0,1.47,1.0,2.47,1.32,2.32,1.49,1.1,2.59,1.37,2.48,,Houston Dash,
Caprice Dydasco,us USA,DF,32-022,,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.7,1.9,32.0,84.0,52.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,Matches,Bay FC,19.0
Taylor Huff,us USA,"MF,FW",23-025,,19,1620.0,18.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,3.4,3.4,1.5,4.9,23.0,71.0,65.0,0.11,0.06,0.17,0.11,0.17,0.19,0.08,0.27,0.19,0.27,Matches,Bay FC,19.0
Racheal Kundananji,zm ZAM,"FW,MF",25-099,,17,1534.0,17.0,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,4.7,4.7,5.1,9.8,60.0,30.0,141.0,0.12,0.18,0.29,0.12,0.29,0.28,0.3,0.57,0.28,0.57,Matches,Bay FC,19.0
Jordan Silkowitz,us USA,GK,25-167,,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Bay FC,17.0
Alyssa Malonson,us USA,DF,26-154,,16,1410.0,15.7,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,1.9,2.0,33.0,62.0,51.0,0.06,0.19,0.26,0.06,0.26,0.01,0.12,0.13,0.01,0.13,Matches,Bay FC,19.0
Joelle Anderson,us USA,DF,26-339,,13,1180.0,13.1,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.1,0.8,3.0,45.0,0.0,0.08,0.15,0.23,0.08,0.23,0.05,0.01,0.06,0.05,0.06,Matches,Bay FC,17.0
Abby Dahlkemper,us USA,DF,32-120,,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,1.1,2.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Bay FC,13.0
Caroline Conti,us USA,"MF,FW",24-166,,13,1142.0,12.7,3.0,3.0,6.0,0.0,3.0,3.0,2.0,0.0,3.2,1.0,1.4,2.3,7.0,51.0,35.0,0.24,0.24,0.47,0.0,0.24,0.25,0.11,0.36,0.08,0.18,Matches,Bay FC,16.0
Kiki Pickett,us USA,MF,26-133,,10,957.0,10.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,0.4,2.0,54.0,10.0,0.19,0.0,0.19,0.19,0.19,0.01,0.02,0.04,0.01,0.04,Matches,Bay FC,16.0
Rachel Hill,us USA,"MF,FW",30-146,,10,893.0,9.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.4,3.4,0.7,4.1,19.0,28.0,63.0,0.2,0.0,0.2,0.2,0.2,0.35,0.07,0.42,0.35,0.42,Matches,Bay FC,17.0
Karlie Lema,us USA,"FW,MF",22-073,,9,819.0,9.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,0.5,2.3,22.0,10.0,64.0,0.22,0.0,0.22,0.22,0.22,0.2,0.05,0.25,0.2,0.25,Matches,Bay FC,17.0
Dorian Bailey,us USA,MF,28-225,,8,776.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,1.0,1.5,6.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,Bay FC,16.0
Penelope Hocking,us USA,"MF,FW",25-255,,8,718.0,8.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,4.5,4.5,0.7,5.2,13.0,21.0,42.0,0.63,0.13,0.75,0.63,0.75,0.57,0.09,0.66,0.57,0.66,Matches,Bay FC,13.0
Hannah Bebar,us USA,MF,24-005,,8,620.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.6,1.9,8.0,48.0,10.0,0.0,0.15,0.15,0.0,0.15,0.04,0.23,0.27,0.04,0.27,Matches,Bay FC,11.0
Kelli Hubly,us USA,DF,31-032,,7,608.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.0,9.0,1.0,0.15,0.0,0.15,0.15,0.15,0.07,0.02,0.09,0.07,0.09,Matches,Bay FC,8.0
Tess Boade,us USA,MF,26-219,,5,558.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.7,2.4,6.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.13,0.27,0.39,0.13,0.39,Matches,Bay FC,12.0
Asisat Oshoala,ng NGA,FW,30-336,,5,462.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.3,1.2,6.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.23,0.17,0.23,Matches,Bay FC,12.0
Emily Menges,us USA,DF,33-044,,3,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bay FC,5.0
Madeline Moreau,us USA,"DF,MF",24-279,,3,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,8.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches,Bay FC,9.0
Jamie Shepherd,us USA,MF,24-336,,2,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Bay FC,9.0
Emmie Allen,us USA,GK,22-320,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bay FC,2.0
Sydney Collins,ca CAN,DF,26-002,,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bay FC,2.0
Jordan Brewster,us USA,DF,25-348,,1,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bay FC,1.0
Catherine Paulson,us USA,"DF,FW",23-309,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,0.38,Matches,Bay FC,2.0
Brooklyn Courtnall,ca CAN,DF,22-256,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bay FC,0.0
Leah Freeman,us USA,GK,23-216,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bay FC,0.0
Melissa Lowder,us USA,GK,28-224,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bay FC,0.0
Squad Total,,,27.0,,209,1710.0,19.0,21.0,14.0,35.0,18.0,3.0,3.0,36.0,0.0,26.1,24.0,19.0,43.0,253.0,643.0,637.0,1.11,0.74,1.84,0.95,1.68,1.37,1.0,2.37,1.26,2.26,,Bay FC,19.0
Opponent Total,,,27.4,,209,1710.0,19.0,28.0,27.0,55.0,28.0,0.0,1.0,24.0,0.0,24.1,23.3,19.5,42.8,274.0,630.0,619.0,1.47,1.42,2.89,1.47,2.89,1.27,1.03,2.29,1.23,2.25,,Bay FC,19.0
Taylor Malham,us USA,DF,26-113,,19,1710.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.3,1.6,17.0,57.0,44.0,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.08,0.02,0.08,Matches,Chicago Red Stars,19.0
Samantha Staab,us USA,DF,28-166,,18,1533.0,17.0,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,1.8,3.1,7.0,51.0,7.0,0.12,0.23,0.35,0.12,0.35,0.08,0.1,0.18,0.08,0.18,Matches,Chicago Red Stars,19.0
Julia Grosso,ca CAN,"MF,FW",25-012,,17,1485.0,16.5,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,1.9,3.4,24.0,73.0,54.0,0.12,0.12,0.24,0.12,0.24,0.09,0.12,0.21,0.09,0.21,Matches,Chicago Red Stars,18.0
Ally Schlegel,us USA,"FW,MF",25-215,,17,1394.0,15.5,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,3.9,3.9,1.7,5.6,15.0,62.0,43.0,0.13,0.13,0.26,0.13,0.26,0.25,0.11,0.36,0.25,0.36,Matches,Chicago Red Stars,19.0
Alyssa Naeher,us USA,GK,37-143,,16,1439.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,Matches,Chicago Red Stars,16.0
Maitane López Millán,es ESP,MF,30-181,,16,1348.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,6.0,43.0,9.0,0.0,0.13,0.13,0.0,0.13,0.03,0.03,0.06,0.03,0.06,Matches,Chicago Red Stars,18.0
Ludmila,br BRA,FW,30-283,,16,1334.0,14.8,10.0,1.0,11.0,10.0,0.0,0.0,2.0,0.0,4.4,4.4,1.5,5.9,36.0,31.0,102.0,0.67,0.07,0.74,0.67,0.74,0.3,0.1,0.4,0.3,0.4,Matches,Chicago Red Stars,17.0
Cari Roccaro,us USA,"DF,MF",31-054,,14,1206.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chicago Red Stars,14.0
Bea Franklin,us USA,"MF,DF",24-341,,13,1265.0,14.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,1.2,1.9,0.0,36.0,15.0,0.07,0.07,0.14,0.07,0.14,0.05,0.09,0.13,0.05,0.13,Matches,Chicago Red Stars,17.0
Jameese Joseph,us USA,"FW,MF",23-130,,12,965.0,10.7,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.7,2.7,1.7,4.4,35.0,15.0,65.0,0.19,0.19,0.37,0.19,0.37,0.25,0.16,0.41,0.25,0.41,Matches,Chicago Red Stars,14.0
Camryn Biegalski,us USA,DF,27-030,,11,1088.0,12.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.7,1.4,17.0,36.0,20.0,0.08,0.08,0.17,0.08,0.17,0.06,0.05,0.11,0.06,0.11,Matches,Chicago Red Stars,14.0
Shea Groom,us USA,"FW,MF",32-190,,9,789.0,8.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,1.5,2.3,12.0,27.0,32.0,0.23,0.0,0.23,0.23,0.23,0.09,0.17,0.26,0.09,0.26,Matches,Chicago Red Stars,14.0
Jenna Bike,us USA,"FW,MF",27-220,,6,413.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,5.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.14,0.11,0.25,0.14,0.25,Matches,Chicago Red Stars,7.0
Kathrin Hendrich,de GER,DF,33-157,,5,469.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.6,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,Chicago Red Stars,6.0
Natalia Kuikka,fi FIN,DF,29-283,,5,348.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,7.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Chicago Red Stars,6.0
Manaka Hayashi,jp JPN,MF,21-025,,4,434.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,4.0,12.0,12.0,0.0,0.21,0.21,0.0,0.21,0.07,0.11,0.17,0.07,0.17,Matches,Chicago Red Stars,11.0
Hannah Anderson,us USA,DF,24-160,,3,371.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.09,0.1,Matches,Chicago Red Stars,8.0
Halle Mackiewicz,us USA,GK,23-351,,3,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chicago Red Stars,4.0
Nádia Gomes,pt POR,"FW,MF",28-305,,2,313.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,1.3,8.0,3.0,24.0,0.29,0.29,0.58,0.29,0.58,0.24,0.12,0.36,0.24,0.36,Matches,Chicago Red Stars,12.0
Leilanni Nesbeth,bm BER,"MF,FW",24-055,,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.3,0.3,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.19,0.02,0.19,Matches,Chicago Red Stars,7.0
Justina Gaynor,us USA,DF,23-263,,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,Chicago Red Stars,2.0
Sam Cary,us USA,DF,24-319,,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chicago Red Stars,1.0
Micayla Johnson,us USA,"FW,MF",17-235,,0,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.2,0.11,0.2,Matches,Chicago Red Stars,14.0
Ava Cook,us USA,"FW,DF",25-067,,0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Chicago Red Stars,8.0
Chardonnay Curran,us USA,"MF,FW",26-023,,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,Chicago Red Stars,6.0
Catherine Barry,us USA,FW,23-268,,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.48,0.48,0.48,Matches,Chicago Red Stars,4.0
Meg Boade,,MF,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chicago Red Stars,0.0
Sarah Griffith,us USA,FW,26-031,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chicago Red Stars,0.0
Stephanie Sparkowski,,GK,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chicago Red Stars,0.0
Mackenzie Wood,us USA,GK,25-068,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chicago Red Stars,0.0
Squad Total,,,28.2,,209,1710.0,19.0,24.0,18.0,42.0,24.0,0.0,0.0,25.0,0.0,20.6,20.6,15.9,36.5,206.0,513.0,499.0,1.26,0.95,2.21,1.26,2.21,1.08,0.84,1.92,1.08,1.92,,Chicago Red Stars,19.0
Opponent Total,,,27.0,,209,1710.0,19.0,35.0,23.0,58.0,33.0,2.0,2.0,17.0,0.0,30.5,29.1,20.7,49.8,314.0,759.0,751.0,1.84,1.21,3.05,1.74,2.95,1.61,1.09,2.7,1.53,2.62,,Chicago Red Stars,19.0
Kate Del Fava,us USA,DF,27-049,,19,1710.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.4,1.5,10.0,84.0,8.0,0.0,0.05,0.05,0.0,0.05,0.06,0.02,0.08,0.06,0.08,Matches,Utah Royals FC,19.0
Amanda McGlynn,us USA,GK,26-311,,18,1620.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8,0.8,1.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.04,0.04,0.0,0.04,Matches,Utah Royals FC,18.0
Claudia Zornoza,es ESP,MF,34-325,,17,1376.0,15.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,2.0,2.8,16.0,81.0,17.0,0.07,0.13,0.2,0.07,0.2,0.06,0.13,0.19,0.06,0.19,Matches,Utah Royals FC,17.0
Mina Tanaka,jp JPN,"MF,FW",31-135,,15,1358.0,15.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.3,3.3,1.2,4.5,16.0,39.0,55.0,0.13,0.0,0.13,0.13,0.13,0.22,0.08,0.3,0.22,0.3,Matches,Utah Royals FC,16.0
Nuria Rábano,es ESP,DF,26-087,,15,1144.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,1.0,1.1,20.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches,Utah Royals FC,16.0
Janni Thomsen,dk DEN,"DF,FW",25-206,,13,1244.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.5,1.4,39.0,30.0,47.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,Utah Royals FC,19.0
Ana Tejada,es ESP,"MF,DF",23-100,,13,1145.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.1,0.1,0.5,0.6,3.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Utah Royals FC,16.0
Ally Sentnor,us USA,"FW,MF",21-204,,13,1126.0,12.5,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.1,1.4,1.5,2.9,23.0,33.0,61.0,0.08,0.08,0.16,0.0,0.08,0.17,0.12,0.29,0.11,0.23,Matches,Utah Royals FC,13.0
Brecken Mozingo,us USA,"FW,MF",24-186,,13,1063.0,11.8,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.7,3.7,26.0,15.0,66.0,0.25,0.0,0.25,0.25,0.25,0.17,0.14,0.31,0.17,0.31,Matches,Utah Royals FC,17.0
Dana Foederer,nl NED,MF,23-045,,10,985.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.4,0.9,3.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,Utah Royals FC,19.0
Bianca St-Georges,ca CAN,FW,28-044,,10,875.0,9.7,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.4,3.4,1.0,4.4,24.0,10.0,64.0,0.31,0.0,0.31,0.31,0.31,0.35,0.11,0.46,0.35,0.46,Matches,Utah Royals FC,16.0
Aisha Solórzano,gt GUA,FW,27-150,,10,769.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,0.7,2.1,10.0,14.0,30.0,0.0,0.0,0.0,0.0,0.0,0.16,0.09,0.24,0.16,0.24,Matches,Utah Royals FC,14.0
Paige Monaghan,us USA,"FW,DF",28-301,,7,515.0,5.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,0.2,2.3,13.0,4.0,22.0,0.35,0.0,0.35,0.35,0.35,0.36,0.04,0.4,0.36,0.4,Matches,Utah Royals FC,9.0
Lauren Flynn,us USA,DF,23-111,,6,609.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Utah Royals FC,8.0
Kaleigh Riehl,us USA,DF,28-324,,6,553.0,6.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,9.0,1.0,0.0,0.16,0.16,0.0,0.16,0.0,0.01,0.01,0.0,0.01,Matches,Utah Royals FC,8.0
Imani Dorsey,us USA,DF,29-173,,5,505.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,7.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,Matches,Utah Royals FC,12.0
