Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 4_level_0_MP
Cecelia Kizer,us USA,"FW,MF",28-064,,5,388.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.9,5.0,8.0,14.0,0.23,0.0,0.23,0.23,0.23,0.1,0.1,0.2,0.1,0.2,Matches,Utah Royals FC,8.0
Madison Pogarch,us USA,DF,27-309,,4,601.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,7.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Utah Royals FC,15.0
Aria Nagai,,MF,,,4,304.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,Matches,Utah Royals FC,6.0
Macey Fraser,nz NZL,FW,23-061,,2,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,Matches,Utah Royals FC,5.0
Cloé Lacasse,ca CAN,FW,32-065,,1,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.21,0.12,0.32,0.21,0.32,Matches,Utah Royals FC,5.0
KK Ream,us USA,"FW,MF",16-065,,1,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.3,4.0,1.0,7.0,0.5,0.0,0.5,0.5,0.5,0.33,0.31,0.65,0.33,0.65,Matches,Utah Royals FC,9.0
Mikayla Cluff,us USA,MF,26-197,,1,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Utah Royals FC,7.0
Mia Justus,us USA,GK,23-007,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Utah Royals FC,1.0
Ana María Guzmán,co COL,"DF,FW",20-091,,0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,Utah Royals FC,5.0
Sydney Jones,,FW,,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Utah Royals FC,1.0
Alex Loera,us USA,MF,26-083,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Utah Royals FC,1.0
Abby Boyan,,MF,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Utah Royals FC,0.0
DeAira Jackson,us USA,GK,23-171,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Utah Royals FC,0.0
Tatumn Milazzo,us USA,DF,27-146,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Utah Royals FC,0.0
Cristina Roque,pr PUR,GK,23-308,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Utah Royals FC,0.0
Squad Total,,,26.9,,209,1710.0,19.0,14.0,6.0,20.0,13.0,1.0,1.0,34.0,1.0,19.5,18.8,13.8,32.6,235.0,514.0,506.0,0.74,0.32,1.05,0.68,1.0,1.03,0.73,1.75,0.99,1.72,,Utah Royals FC,19.0
Opponent Total,,,27.2,,209,1710.0,19.0,32.0,20.0,52.0,29.0,3.0,5.0,32.0,2.0,36.7,33.1,23.0,56.0,265.0,665.0,654.0,1.68,1.05,2.74,1.53,2.58,1.93,1.21,3.14,1.74,2.95,,Utah Royals FC,19.0
